,count,aggregated_impact,community_count,concerts_count,festivals_count,performing-arts_count,sports_count,conferences_count,expos_count,public-holidays_count,school-holidays_count,observances_count,community_impact,concerts_impact,festivals_impact,performing-arts_impact,sports_impact,conferences_impact,expos_impact,public-holidays_impact,school-holidays_impact,observances_impact,rescaled_aei
2018-10-25,3,14333,0,0,2,0,0,0,1,0,0,0,0,0,8333,0,0,0,6000,0,0,0,0.035743142144638404
2018-10-26,5,26333,0,2,2,0,0,0,1,0,0,0,0,12000,8333,0,0,0,6000,0,0,0,0.06566832917705735
2018-10-27,4,20333,0,1,2,0,0,0,1,0,0,0,0,6000,8333,0,0,0,6000,0,0,0,0.05070573566084788
2018-10-28,4,70233,1,0,2,0,1,0,0,0,0,0,1900,0,8333,0,60000,0,0,0,0,0,0.17514463840399003
2018-10-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-10-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-10-31,2,6000,0,1,0,0,0,0,0,0,0,1,0,6000,0,0,0,0,0,0,0,0,0.014962593516209476
2018-11-01,1,6000,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0.014962593516209476
2018-11-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-11-03,3,72000,0,1,0,0,1,0,1,0,0,0,0,6000,0,0,60000,0,6000,0,0,0,0.17955112219451372
2018-11-04,1,60000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60000,0,0,0,0,0,0.14962593516209477
2018-11-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-11-06,1,6000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0.014962593516209476
2018-11-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-11-08,1,60000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60000,0,0,0,0,0,0.14962593516209477
2018-11-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-11-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-11-11,2,1900,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1900,0,0,0,0,0,0.004738154613466334
2018-11-12,2,6000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6000,0,0,0,0,0,0.014962593516209476
2018-11-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-11-15,2,66000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,60000,6000,0,0,0,0,0.16458852867830423
2018-11-16,1,6000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0.014962593516209476
2018-11-17,3,67900,0,0,0,0,1,1,1,0,0,0,0,0,0,0,60000,6000,1900,0,0,0,0.16932668329177056
2018-11-18,2,12000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6000,6000,0,0,0,0.029925187032418952
2018-11-19,2,12000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6000,6000,0,0,0,0.029925187032418952
2018-11-20,1,6000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0.014962593516209476
2018-11-21,1,6000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0.014962593516209476
2018-11-22,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-11-23,2,6000,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6000,0,0,0,0,0,0.014962593516209476
2018-11-24,2,1667,0,0,1,0,0,0,0,0,1,0,0,0,1667,0,0,0,0,0,0,0,0.004157107231920199
2018-11-25,4,13667,0,0,1,0,2,0,0,0,1,0,0,0,1667,0,12000,0,0,0,0,0,0.034082294264339154
2018-11-26,1,1667,0,0,1,0,0,0,0,0,0,0,0,0,1667,0,0,0,0,0,0,0,0.004157107231920199
2018-11-27,2,7667,0,0,1,0,1,0,0,0,0,0,0,0,1667,0,6000,0,0,0,0,0,0.019119700748129676
2018-11-28,1,1667,0,0,1,0,0,0,0,0,0,0,0,0,1667,0,0,0,0,0,0,0,0.004157107231920199
2018-11-29,1,1667,0,0,1,0,0,0,0,0,0,0,0,0,1667,0,0,0,0,0,0,0,0.004157107231920199
2018-11-30,3,13667,0,1,1,0,0,0,1,0,0,0,0,6000,1667,0,0,0,6000,0,0,0,0.034082294264339154
2018-12-01,4,19667,0,1,1,0,0,0,2,0,0,0,0,6000,1667,0,0,0,12000,0,0,0,0.04904488778054863
2018-12-02,6,85667,0,0,1,0,3,0,2,0,0,0,0,0,1667,0,72000,0,12000,0,0,0,0.21363341645885287
2018-12-03,1,1667,0,0,1,0,0,0,0,0,0,0,0,0,1667,0,0,0,0,0,0,0,0.004157107231920199
2018-12-04,1,1667,0,0,1,0,0,0,0,0,0,0,0,0,1667,0,0,0,0,0,0,0,0.004157107231920199
2018-12-05,1,1667,0,0,1,0,0,0,0,0,0,0,0,0,1667,0,0,0,0,0,0,0,0.004157107231920199
2018-12-06,1,1667,0,0,1,0,0,0,0,0,0,0,0,0,1667,0,0,0,0,0,0,0,0.004157107231920199
2018-12-07,1,1667,0,0,1,0,0,0,0,0,0,0,0,0,1667,0,0,0,0,0,0,0,0.004157107231920199
2018-12-08,1,1667,0,0,1,0,0,0,0,0,0,0,0,0,1667,0,0,0,0,0,0,0,0.004157107231920199
2018-12-09,3,13667,0,0,2,0,1,0,0,0,0,0,0,0,7667,0,6000,0,0,0,0,0,0.034082294264339154
2018-12-10,2,61667,0,0,1,0,1,0,0,0,0,0,0,0,1667,0,60000,0,0,0,0,0,0.15378304239401497
2018-12-11,2,7667,0,1,1,0,0,0,0,0,0,0,0,6000,1667,0,0,0,0,0,0,0,0.019119700748129676
2018-12-12,1,1667,0,0,1,0,0,0,0,0,0,0,0,0,1667,0,0,0,0,0,0,0,0.004157107231920199
2018-12-13,1,1667,0,0,1,0,0,0,0,0,0,0,0,0,1667,0,0,0,0,0,0,0,0.004157107231920199
2018-12-14,1,1667,0,0,1,0,0,0,0,0,0,0,0,0,1667,0,0,0,0,0,0,0,0.004157107231920199
2018-12-15,2,7667,0,0,1,0,1,0,0,0,0,0,0,0,1667,0,6000,0,0,0,0,0,0.019119700748129676
2018-12-16,2,7667,0,0,1,0,1,0,0,0,0,0,0,0,1667,0,6000,0,0,0,0,0,0.019119700748129676
2018-12-17,1,1667,0,0,1,0,0,0,0,0,0,0,0,0,1667,0,0,0,0,0,0,0,0.004157107231920199
2018-12-18,2,7667,0,1,1,0,0,0,0,0,0,0,0,6000,1667,0,0,0,0,0,0,0,0.019119700748129676
2018-12-19,1,1667,0,0,1,0,0,0,0,0,0,0,0,0,1667,0,0,0,0,0,0,0,0.004157107231920199
2018-12-20,1,1667,0,0,1,0,0,0,0,0,0,0,0,0,1667,0,0,0,0,0,0,0,0.004157107231920199
2018-12-21,2,7667,0,0,1,0,1,0,0,0,0,0,0,0,1667,0,6000,0,0,0,0,0,0.019119700748129676
2018-12-22,2,1667,0,0,1,0,0,0,0,0,1,0,0,0,1667,0,0,0,0,0,0,0,0.004157107231920199
2018-12-23,3,61667,0,0,1,0,1,0,0,0,1,0,0,0,1667,0,60000,0,0,0,0,0,0.15378304239401497
2018-12-24,3,1667,0,0,1,0,0,0,0,1,1,0,0,0,1667,0,0,0,0,0,0,0,0.004157107231920199
2018-12-25,3,1667,0,0,1,0,0,0,0,1,1,0,0,0,1667,0,0,0,0,0,0,0,0.004157107231920199
2018-12-26,2,1667,0,0,1,0,0,0,0,0,1,0,0,0,1667,0,0,0,0,0,0,0,0.004157107231920199
2018-12-27,2,1667,0,0,1,0,0,0,0,0,1,0,0,0,1667,0,0,0,0,0,0,0,0.004157107231920199
2018-12-28,2,1667,0,0,1,0,0,0,0,0,1,0,0,0,1667,0,0,0,0,0,0,0,0.004157107231920199
2018-12-29,2,1667,0,0,1,0,0,0,0,0,1,0,0,0,1667,0,0,0,0,0,0,0,0.004157107231920199
2018-12-30,4,67667,0,0,1,0,2,0,0,0,1,0,0,0,1667,0,66000,0,0,0,0,0,0.16874563591022443
2018-12-31,4,25000,0,0,1,0,1,0,0,0,1,1,0,0,6000,0,19000,0,0,0,0,0,0.062344139650872814
2019-01-01,3,6000,0,0,0,0,1,0,0,1,1,0,0,0,0,0,6000,0,0,0,0,0,0.014962593516209476
2019-01-02,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-01-03,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-01-04,2,6000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6000,0,0,0,0.014962593516209476
2019-01-05,3,12000,0,0,0,0,1,0,1,0,1,0,0,0,0,0,6000,0,6000,0,0,0,0.029925187032418952
2019-01-06,2,6000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6000,0,0,0,0.014962593516209476
2019-01-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-01-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-01-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-01-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-01-11,1,1900,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1900,0,0,0,0,0,0.004738154613466334
2019-01-12,1,6000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0.014962593516209476
2019-01-13,1,6000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0.014962593516209476
2019-01-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-01-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-01-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-01-17,1,6000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0.014962593516209476
2019-01-18,2,6750,0,1,1,0,0,0,0,0,0,0,0,6000,750,0,0,0,0,0,0,0,0.01683291770573566
2019-01-19,3,12750,1,0,1,0,1,0,0,0,0,0,6000,0,750,0,6000,0,0,0,0,0,0.031795511221945134
2019-01-20,1,750,0,0,1,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,0.0018703241895261845
2019-01-21,4,6750,1,0,1,0,0,0,0,2,0,0,6000,0,750,0,0,0,0,0,0,0,0.01683291770573566
2019-01-22,1,750,0,0,1,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,0.0018703241895261845
2019-01-23,1,750,0,0,1,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,0.0018703241895261845
2019-01-24,1,750,0,0,1,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,0.0018703241895261845
2019-01-25,4,20250,0,0,1,0,1,1,1,0,0,0,0,0,750,0,6000,6000,7500,0,0,0,0.05049875311720698
2019-01-26,4,20250,0,0,2,0,0,1,1,0,0,0,0,0,6750,0,0,6000,7500,0,0,0,0.05049875311720698
2019-01-27,6,28150,0,0,2,1,1,1,1,0,0,0,0,0,6750,1900,6000,6000,7500,0,0,0,0.07019950124688279
2019-01-28,2,13500,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6000,7500,0,0,0,0.03366583541147132
2019-01-29,2,13500,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6000,7500,0,0,0,0.03366583541147132
2019-01-30,2,13500,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6000,0,7500,0,0,0,0.03366583541147132
2019-01-31,2,26500,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,26500,0,0,0,0.06608478802992518
2019-02-01,2,26500,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,26500,0,0,0,0.06608478802992518
2019-02-02,4,38500,0,0,0,0,1,0,3,0,0,0,0,0,0,0,6000,0,32500,0,0,0,0.09600997506234414
2019-02-03,1,6000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0.014962593516209476
2019-02-04,1,6000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0.014962593516209476
2019-02-05,1,6000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0.014962593516209476
2019-02-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-02-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-02-09,1,6000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0.014962593516209476
2019-02-10,1,6000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0.014962593516209476
2019-02-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-02-14,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
2019-02-15,1,3167,0,0,1,0,0,0,0,0,0,0,0,0,3167,0,0,0,0,0,0,0,0.007897755610972569
2019-02-16,2,9167,0,0,1,0,0,0,1,0,0,0,0,0,3167,0,0,0,6000,0,0,0,0.022860349127182045
2019-02-17,4,17067,0,0,1,0,1,0,2,0,0,0,0,0,3167,0,6000,0,7900,0,0,0,0.042561097256857854
2019-02-18,2,3167,0,0,1,0,0,0,0,1,0,0,0,0,3167,0,0,0,0,0,0,0,0.007897755610972569
2019-02-19,1,3167,0,0,1,0,0,0,0,0,0,0,0,0,3167,0,0,0,0,0,0,0,0.007897755610972569
2019-02-20,4,129167,0,0,1,0,2,0,1,0,0,0,0,0,3167,0,66000,0,60000,0,0,0,0.3221122194513716
2019-02-21,4,123800,0,0,2,0,0,1,1,0,0,0,0,0,3800,0,0,60000,60000,0,0,0,0.3087281795511222
2019-02-22,3,120633,0,0,1,0,0,1,1,0,0,0,0,0,633,0,0,60000,60000,0,0,0,0.30083042394014964
2019-02-23,5,132633,0,0,1,0,1,1,2,0,0,0,0,0,633,0,6000,60000,66000,0,0,0,0.33075561097256856
2019-02-24,3,66633,0,0,1,0,1,0,1,0,0,0,0,0,633,0,6000,0,60000,0,0,0,0.16616708229426433
2019-02-25,1,188000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,188000,0,0,0,0.4688279301745636
2019-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-03-01,1,6000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0.014962593516209476
2019-03-02,2,61900,0,0,1,0,1,0,0,0,0,0,0,0,1900,0,60000,0,0,0,0,0,0.1543640897755611
2019-03-03,2,12000,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12000,0,0,0,0,0,0.029925187032418952
2019-03-04,1,6000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0.014962593516209476
2019-03-05,1,6000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0.014962593516209476
2019-03-06,2,12000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6000,6000,0,0,0,0,0.029925187032418952
2019-03-07,1,6000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0.014962593516209476
2019-03-08,2,12000,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12000,0,0,0,0,0,0.029925187032418952
2019-03-09,4,78000,0,1,0,0,3,0,0,0,0,0,0,6000,0,0,72000,0,0,0,0,0,0.19451371571072318
2019-03-10,4,37000,0,0,0,0,4,0,0,0,0,0,0,0,0,0,37000,0,0,0,0,0,0.09226932668329177
2019-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-03-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-03-13,1,6000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0.014962593516209476
2019-03-14,2,60792,0,0,1,0,0,1,0,0,0,0,0,0,792,0,0,60000,0,0,0,0,0.1516009975062344
2019-03-15,2,60792,0,0,1,0,0,1,0,0,0,0,0,0,792,0,0,60000,0,0,0,0,0.1516009975062344
2019-03-16,4,139792,0,0,2,0,1,1,0,0,0,0,0,0,19792,0,60000,60000,0,0,0,0,0.3486084788029925
2019-03-17,2,60792,0,0,1,0,0,1,0,0,0,0,0,0,792,0,0,60000,0,0,0,0,0.1516009975062344
2019-03-18,1,792,0,0,1,0,0,0,0,0,0,0,0,0,792,0,0,0,0,0,0,0,0.001975062344139651
2019-03-19,1,792,0,0,1,0,0,0,0,0,0,0,0,0,792,0,0,0,0,0,0,0,0.001975062344139651
2019-03-20,2,6792,0,0,1,0,1,0,0,0,0,0,0,0,792,0,6000,0,0,0,0,0,0.016937655860349128
2019-03-21,1,792,0,0,1,0,0,0,0,0,0,0,0,0,792,0,0,0,0,0,0,0,0.001975062344139651
2019-03-22,3,12792,0,0,1,0,0,1,1,0,0,0,0,0,792,0,0,6000,6000,0,0,0,0.0319002493765586
2019-03-23,5,73542,0,0,2,0,1,1,1,0,0,0,0,0,1542,0,60000,6000,6000,0,0,0,0.18339650872817956
2019-03-24,5,19542,0,0,3,0,0,1,1,0,0,0,0,0,7542,0,0,6000,6000,0,0,0,0.04873316708229426
2019-03-25,6,38542,0,2,2,0,1,1,0,0,0,0,0,12000,1542,0,19000,6000,0,0,0,0,0.09611471321695761
2019-03-26,4,26542,0,0,2,0,1,0,1,0,0,0,0,0,1542,0,19000,0,6000,0,0,0,0.06618952618453865
2019-03-27,3,7542,0,0,2,0,0,0,1,0,0,0,0,0,1542,0,0,0,6000,0,0,0,0.01880798004987531
2019-03-28,5,65442,0,0,3,0,1,1,0,0,0,0,0,0,3542,0,60000,1900,0,0,0,0,0.16319700748129676
2019-03-29,5,24442,0,0,3,0,1,1,0,0,0,0,0,0,3542,0,19000,1900,0,0,0,0,0.060952618453865334
2019-03-30,6,84442,0,0,4,0,1,1,0,0,0,0,0,0,22542,0,60000,1900,0,0,0,0,0.2105785536159601
2019-03-31,8,49442,0,0,4,0,2,1,0,1,0,0,0,0,22542,0,25000,1900,0,0,0,0,0.12329675810473816
2019-04-01,3,19792,0,0,1,0,1,0,0,0,1,0,0,0,792,0,19000,0,0,0,0,0,0.049356608478802994
2019-04-02,3,19792,0,0,1,0,1,0,0,0,1,0,0,0,792,0,19000,0,0,0,0,0,0.049356608478802994
2019-04-03,3,6792,0,0,1,0,0,0,1,0,1,0,0,0,792,0,0,0,6000,0,0,0,0.016937655860349128
2019-04-04,3,6792,0,0,1,0,0,0,1,0,1,0,0,0,792,0,0,0,6000,0,0,0,0.016937655860349128
2019-04-05,3,6792,0,0,1,0,0,0,1,0,1,0,0,0,792,0,0,0,6000,0,0,0,0.016937655860349128
2019-04-06,4,72792,0,1,1,0,1,0,1,0,0,0,0,6000,792,0,60000,0,6000,0,0,0,0.18152618453865335
2019-04-07,1,792,0,0,1,0,0,0,0,0,0,0,0,0,792,0,0,0,0,0,0,0,0.001975062344139651
2019-04-08,1,1900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1900,0,0,0,0,0.004738154613466334
2019-04-09,1,1900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1900,0,0,0,0,0.004738154613466334
2019-04-10,1,1900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1900,0,0,0,0,0.004738154613466334
2019-04-11,3,26900,0,1,0,0,0,1,1,0,0,0,0,6000,0,0,0,1900,19000,0,0,0,0.06708229426433915
2019-04-12,3,39900,0,0,0,0,1,1,1,0,0,0,0,0,0,0,19000,1900,19000,0,0,0,0.09950124688279302
2019-04-13,2,79000,0,0,0,0,2,0,0,0,0,0,0,0,0,0,79000,0,0,0,0,0,0.1970074812967581
2019-04-14,1,19000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0,0.04738154613466334
2019-04-15,1,19000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0,0.04738154613466334
2019-04-16,1,19000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0,0.04738154613466334
2019-04-17,1,19000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0,0.04738154613466334
2019-04-18,1,6000,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0.014962593516209476
2019-04-19,3,31000,0,1,1,0,0,0,1,0,0,0,0,6000,6000,0,0,0,19000,0,0,0,0.0773067331670823
2019-04-20,3,31000,0,1,1,0,0,0,1,0,0,0,0,6000,6000,0,0,0,19000,0,0,0,0.0773067331670823
2019-04-21,1,19000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19000,0,0,0,0.04738154613466334
2019-04-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-04-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-04-24,1,60000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60000,0,0,0,0,0,0.14962593516209477
2019-04-25,2,25000,0,1,0,0,1,0,0,0,0,0,0,6000,0,0,19000,0,0,0,0,0,0.062344139650872814
2019-04-26,3,31000,0,1,0,0,1,0,1,0,0,0,0,6000,0,0,19000,0,6000,0,0,0,0.0773067331670823
2019-04-27,3,31000,0,1,0,0,1,0,1,0,0,0,0,6000,0,0,19000,0,6000,0,0,0,0.0773067331670823
2019-04-28,3,85000,0,1,0,0,2,0,0,0,0,0,0,6000,0,0,79000,0,0,0,0,0,0.21197007481296756
2019-04-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-04-30,1,19000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0,0.04738154613466334
2019-05-01,1,19000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0,0.04738154613466334
2019-05-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-05-03,2,12000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6000,6000,0,0,0,0.029925187032418952
2019-05-04,2,12000,0,0,1,0,0,0,1,0,0,0,0,0,6000,0,0,0,6000,0,0,0,0.029925187032418952
2019-05-05,2,12000,0,0,1,0,0,0,1,0,0,0,0,0,6000,0,0,0,6000,0,0,0,0.029925187032418952
2019-05-06,1,6000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0.014962593516209476
2019-05-07,1,6000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0.014962593516209476
2019-05-08,1,6000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0.014962593516209476
2019-05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-05-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-05-11,1,60000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60000,0,0,0,0,0,0.14962593516209477
2019-05-12,1,6000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0.014962593516209476
2019-05-13,1,19000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0,0.04738154613466334
2019-05-14,1,19000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0,0.04738154613466334
2019-05-15,1,60000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60000,0,0,0,0,0,0.14962593516209477
2019-05-16,3,32833,0,0,1,0,1,0,1,0,0,0,0,0,7833,0,19000,0,6000,0,0,0,0.08187780548628429
2019-05-17,2,26833,0,0,1,0,1,0,0,0,0,0,0,0,7833,0,19000,0,0,0,0,0,0.06691521197007481
2019-05-18,4,261833,0,0,2,0,1,0,1,0,0,0,0,0,195833,0,60000,0,6000,0,0,0,0.6529501246882793
2019-05-19,6,232833,0,0,2,0,3,0,1,0,0,0,0,0,195833,0,31000,0,6000,0,0,0,0.5806309226932668
2019-05-20,2,13833,0,1,1,0,0,0,0,0,0,0,0,6000,7833,0,0,0,0,0,0,0,0.03449625935162095
2019-05-21,1,7833,0,0,1,0,0,0,0,0,0,0,0,0,7833,0,0,0,0,0,0,0,0.01953366583541147
2019-05-22,1,7833,0,0,1,0,0,0,0,0,0,0,0,0,7833,0,0,0,0,0,0,0,0.01953366583541147
2019-05-23,1,7833,0,0,1,0,0,0,0,0,0,0,0,0,7833,0,0,0,0,0,0,0,0.01953366583541147
2019-05-24,2,70500,0,0,2,0,0,0,0,0,0,0,0,0,70500,0,0,0,0,0,0,0,0.17581047381546133
2019-05-25,2,70500,0,0,2,0,0,0,0,0,0,0,0,0,70500,0,0,0,0,0,0,0,0.17581047381546133
2019-05-26,2,70500,0,0,2,0,0,0,0,0,0,0,0,0,70500,0,0,0,0,0,0,0,0.17581047381546133
2019-05-27,5,91400,0,1,2,0,1,0,0,1,0,0,0,1900,70500,0,19000,0,0,0,0,0,0.22793017456359102
2019-05-28,2,26833,0,0,1,0,1,0,0,0,0,0,0,0,7833,0,19000,0,0,0,0,0,0.06691521197007481
2019-05-29,2,26833,0,0,1,0,1,0,0,0,0,0,0,0,7833,0,19000,0,0,0,0,0,0.06691521197007481
2019-05-30,2,26833,0,0,1,0,1,0,0,0,0,0,0,0,7833,0,19000,0,0,0,0,0,0.06691521197007481
2019-05-31,3,86833,1,0,1,0,1,0,0,0,0,0,60000,0,7833,0,19000,0,0,0,0,0,0.21654114713216957
2019-06-01,5,44833,0,1,1,0,3,0,0,0,0,0,0,6000,7833,0,31000,0,0,0,0,0,0.11180299251870324
2019-06-02,4,38833,0,1,1,0,2,0,0,0,0,0,0,6000,7833,0,25000,0,0,0,0,0,0.09684039900249376
2019-06-03,2,26833,0,0,1,0,1,0,0,0,0,0,0,0,7833,0,19000,0,0,0,0,0,0.06691521197007481
2019-06-04,2,26833,0,0,1,0,1,0,0,0,0,0,0,0,7833,0,19000,0,0,0,0,0,0.06691521197007481
2019-06-05,2,26833,0,0,1,0,1,0,0,0,0,0,0,0,7833,0,19000,0,0,0,0,0,0.06691521197007481
2019-06-06,2,26833,0,0,1,0,1,0,0,0,0,0,0,0,7833,0,19000,0,0,0,0,0,0.06691521197007481
